CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
10301,13,14,12,13,10,9,8,8,8,9,7,7,8,7,9,10,9,9,9,10,10,10,10,10,11,12,11,12,12,11,12,12,11,12,12,11,13,13,13,15,16,16,17,18,18,18,19,19,19,20,22,22,1
10302,15,15,14,14,13,12,10,10,9,8,9,8,8,8,9,8,9,9,10,10,9,9,9,10,10,11,12,12,12,11,11,11,11,12,13,12,13,13,13,15,16,17,16,17,17,17,19,19,21,21,22,23,1
10303,23,22,20,19,17,15,13,11,9,8,5,4,4,2,1,2,1,2,2,2,3,4,3,4,4,5,6,5,7,6,6,6,7,8,9,11,11,12,13,13,16,17,18,16,19,21,21,23,21,24,28,28,1
10304,19,19,16,18,15,14,12,11,9,8,5,5,3,2,1,0,1,1,1,2,2,2,3,3,4,4,5,5,5,5,6,5,8,8,6,10,11,11,9,12,14,14,16,16,16,18,19,20,18,21,25,25,1
10305,24,23,21,20,18,18,15,14,10,9,7,5,4,4,3,1,0,1,1,1,3,1,2,2,4,4,4,5,5,6,6,7,6,7,9,3,9,11,12,14,16,18,17,18,20,21,22,24,25,24,27,23,1
10306,21,23,21,19,17,16,15,13,10,9,6,5,4,3,1,2,2,2,2,2,2,3,3,3,4,5,5,4,6,7,6,8,6,9,8,8,10,12,14,15,14,15,18,20,21,21,21,22,23,23,26,27,1
10307,23,22,21,20,17,15,14,12,9,8,6,4,3,2,1,0,1,1,1,2,1,1,3,3,3,3,4,5,6,5,5,5,5,5,7,8,8,11,11,12,14,14,18,17,16,21,22,23,20,22,26,26,1
10308,25,25,24,21,20,17,16,12,11,9,6,6,4,3,2,1,1,1,2,2,3,2,3,4,4,6,6,6,7,7,7,7,8,9,9,9,12,11,13,15,17,20,17,21,22,20,20,24,26,29,24,29,1
10309,23,22,20,19,18,16,13,12,9,7,5,4,4,2,0,1,2,3,2,3,4,5,2,5,5,5,4,10,4,4,5,6,6,3,4,9,9,8,7,9,11,12,12,15,15,16,17,17,17,17,20,24,1
10310,20,19,17,16,14,11,10,9,7,6,5,6,5,7,6,7,8,8,9,9,9,9,9,9,9,9,10,10,10,9,10,9,9,10,9,10,11,12,12,14,14,15,16,16,17,17,18,20,20,21,22,22,1
10311,18,17,16,15,13,11,10,8,6,6,5,4,4,4,4,5,5,6,6,6,7,6,7,7,7,7,8,7,8,8,7,8,7,9,9,10,12,11,11,14,15,16,16,16,19,19,19,19,19,22,23,22,1
10312,14,14,12,12,11,9,9,9,8,9,11,11,11,12,13,14,15,15,15,17,17,17,18,19,18,19,19,19,19,18,19,19,18,19,17,20,18,22,21,21,23,24,25,27,26,24,26,23,33,35,30,27,1
10313,9,7,6,4,3,2,3,4,3,4,4,4,4,6,6,7,6,7,7,9,9,9,9,9,9,9,9,10,13,7,8,8,9,9,9,9,9,9,8,9,9,10,10,12,14,10,11,14,15,12,13,18,1
10314,6,5,5,4,6,6,5,4,5,6,5,7,7,7,8,8,9,9,9,9,10,9,10,11,10,10,10,12,11,10,11,10,10,10,10,11,11,11,11,12,12,13,13,12,13,13,14,14,15,16,15,15,1
10315,12,11,10,9,9,8,8,7,8,8,8,9,9,10,11,11,11,12,12,12,13,13,13,14,15,15,15,16,16,15,14,14,13,13,14,14,14,15,16,16,18,18,18,18,19,19,20,19,22,22,22,23,1
10316,13,13,13,10,10,9,8,9,9,10,11,11,13,13,14,16,16,16,18,18,18,18,19,19,21,20,21,21,20,20,20,20,20,19,19,19,20,20,21,22,22,24,24,24,25,25,26,27,28,29,29,31,1
10317,11,11,10,9,9,8,8,9,8,9,9,11,12,11,13,12,14,13,15,15,15,14,14,16,16,16,17,17,17,14,16,16,15,14,15,15,16,16,16,17,17,19,18,19,19,19,21,21,21,23,24,25,1
10318,9,10,11,10,8,8,8,7,9,9,10,11,12,12,14,13,14,13,16,15,15,15,16,16,16,16,16,16,18,15,16,16,15,16,17,17,16,16,17,17,18,18,18,18,20,19,19,20,21,23,23,25,1
10319,10,10,9,9,9,8,7,8,8,9,9,10,12,12,13,13,14,14,14,14,15,15,15,16,16,17,16,17,17,16,15,15,15,15,15,15,15,16,16,17,17,18,19,18,19,19,19,20,22,22,22,24,1
10320,12,13,11,11,10,10,9,9,9,11,12,11,12,12,12,13,13,15,15,16,15,16,16,16,17,17,17,16,17,16,16,16,16,16,14,13,16,17,18,18,18,17,22,24,21,26,21,19,20,24,31,20,1
10321,10,9,10,9,9,9,9,8,9,10,10,11,13,13,13,14,14,15,15,16,16,16,16,17,17,17,17,17,17,17,16,16,15,15,14,15,16,16,16,17,17,18,17,19,18,19,19,21,22,21,24,24,1
10322,11,10,10,8,9,8,9,9,9,9,9,10,11,11,11,12,13,13,13,13,13,13,13,13,14,14,13,14,14,13,13,13,13,12,13,12,13,13,14,13,15,16,17,16,17,18,18,19,19,21,20,22,1
10323,9,9,9,9,9,8,8,8,9,10,10,11,11,11,12,13,14,14,14,14,14,14,15,14,15,15,15,15,15,15,14,14,14,13,14,13,14,14,15,15,15,16,16,17,18,17,17,18,20,20,21,21,1
10324,12,11,10,9,7,6,6,5,6,7,8,8,10,10,11,12,13,13,14,13,15,15,14,15,14,14,14,14,15,13,14,14,14,13,13,13,14,14,15,16,16,16,18,19,19,20,20,21,23,23,25,25,1
10325,8,3,7,6,6,3,1,3,4,3,5,5,7,8,8,7,7,7,8,8,9,9,9,10,9,9,8,9,9,9,8,9,9,8,9,9,8,9,10,11,11,11,14,13,14,13,16,13,17,16,17,18,1
10326,6,11,3,5,5,2,4,4,2,4,4,6,6,6,8,8,8,9,9,9,10,10,9,9,10,10,10,10,10,10,9,9,10,9,4,9,10,10,11,11,12,14,13,13,16,15,16,16,16,17,18,19,1
10327,11,3,7,5,6,3,1,4,4,4,6,5,7,8,8,9,8,9,9,10,9,10,10,11,9,10,9,9,9,10,9,9,9,9,11,11,11,11,11,12,12,13,14,13,15,16,16,17,17,18,19,19,1
10328,4,10,2,5,3,1,2,3,3,4,6,6,6,8,9,8,10,10,11,10,10,11,11,11,11,10,10,10,10,9,9,10,9,11,12,12,11,11,12,11,14,13,15,14,13,16,16,18,17,18,18,19,1
10329,8,7,7,6,4,4,2,2,4,4,5,8,9,10,11,11,10,10,11,12,11,10,12,12,12,12,10,13,11,11,10,11,11,12,11,10,11,13,14,13,14,15,16,16,18,17,18,19,19,20,21,21,1
10330,6,12,9,4,1,3,2,4,4,5,4,6,8,9,10,9,10,11,11,11,11,12,11,11,11,11,12,11,12,11,11,12,11,11,10,12,11,12,13,13,15,15,15,16,16,18,18,18,19,20,21,22,1
10331,5,7,8,3,4,2,1,2,4,4,5,7,7,9,9,9,9,9,10,11,11,10,12,11,11,11,10,12,12,11,9,9,10,9,13,11,11,11,12,13,13,13,13,14,15,14,16,16,17,17,18,19,1
10332,10,10,7,8,5,3,3,3,4,5,6,7,8,9,10,10,11,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,11,11,12,12,13,14,14,15,16,16,16,17,17,18,19,20,21,22,23,1
10333,6,5,4,2,1,2,3,6,7,9,11,13,13,14,15,15,16,14,16,16,16,16,16,16,16,17,16,17,17,16,17,17,17,18,18,17,19,20,21,23,22,23,24,26,27,26,28,28,29,30,31,33,1
10334,6,4,4,2,0,2,4,6,8,8,9,11,11,12,14,14,13,14,14,14,14,14,14,15,15,15,15,15,16,14,16,16,15,15,14,15,17,18,19,20,19,22,22,23,24,23,25,25,26,27,28,29,1
10335,7,5,4,3,2,2,4,6,7,8,10,11,12,13,13,13,14,14,14,14,15,15,14,14,14,15,16,15,15,16,14,15,15,16,15,16,17,18,18,19,20,21,22,22,22,23,25,25,26,26,27,27,1
10336,6,4,4,3,1,3,4,4,6,8,8,9,11,11,12,12,12,13,13,13,13,13,13,13,14,14,13,14,13,13,13,14,14,14,14,14,15,16,16,17,18,18,19,21,20,21,21,22,23,23,25,25,1
10337,4,4,3,1,1,3,4,6,7,8,10,10,11,12,13,13,12,13,14,13,14,13,13,14,14,14,14,14,14,14,14,14,14,13,16,15,15,19,18,18,19,20,20,22,22,21,24,23,23,24,25,26,1
10338,4,3,2,1,2,2,4,5,6,7,9,10,11,11,12,12,12,12,11,13,12,13,12,13,14,13,14,13,14,13,13,14,14,14,14,15,15,16,16,17,18,20,19,19,21,21,22,23,23,24,25,25,1
10339,5,5,2,2,1,4,4,7,7,9,11,11,12,14,15,14,14,15,16,14,15,17,15,15,15,16,15,16,16,15,16,17,15,16,18,17,18,19,19,22,21,23,23,23,23,24,25,25,26,28,28,29,1
10340,6,5,3,2,1,3,4,6,7,9,9,10,12,12,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,14,16,15,15,15,16,17,18,19,20,21,22,23,24,24,24,26,26,28,29,30,30,1
10341,7,6,5,4,3,2,2,4,4,6,6,8,9,9,10,10,10,10,11,13,12,12,12,12,12,13,13,13,12,11,12,12,11,12,12,12,13,13,14,15,16,16,18,18,19,19,21,21,22,23,24,25,1
10342,10,9,7,6,4,3,1,3,4,6,7,9,9,10,12,11,14,13,14,14,15,15,13,15,15,15,15,15,15,15,14,14,14,13,12,14,16,16,16,17,18,20,19,21,22,22,22,25,26,28,28,29,1
10343,10,9,8,5,4,4,2,3,3,5,5,8,9,10,11,11,12,13,13,14,13,14,14,14,15,14,14,14,14,15,14,13,13,12,13,11,14,15,15,17,16,20,19,20,21,21,22,22,24,25,26,27,1
10344,7,5,4,3,2,1,1,3,4,4,5,6,8,8,9,9,9,9,10,10,10,11,10,10,11,10,10,10,11,10,9,10,9,10,10,12,10,12,12,13,14,14,15,15,17,17,18,18,19,20,21,22,1
10345,11,11,9,7,5,2,3,2,4,4,6,7,8,10,11,11,12,12,13,13,13,13,13,13,14,14,13,13,14,13,12,12,13,12,11,12,12,14,14,17,17,18,19,21,21,20,22,22,23,25,25,26,1
10346,14,13,12,10,8,7,5,4,4,2,3,4,5,7,7,8,9,10,9,11,11,12,11,11,11,11,11,13,12,11,12,12,12,12,12,11,12,13,14,16,16,17,17,18,19,19,20,21,22,23,24,24,1
10347,23,23,20,18,16,14,12,9,8,6,5,4,5,5,7,7,8,9,9,10,10,11,11,12,13,14,14,15,15,15,15,16,17,16,18,18,20,22,21,24,25,27,28,28,30,30,33,33,35,35,37,38,1
10348,10,11,11,10,11,8,6,7,5,4,2,3,2,3,3,3,3,3,4,4,4,4,6,6,6,7,6,8,8,8,7,8,8,8,9,9,10,11,12,12,12,14,14,15,16,16,17,16,18,19,19,20,1
10349,6,11,8,8,9,7,6,5,5,3,3,3,3,3,4,4,5,4,4,5,5,6,6,7,7,7,7,8,7,7,8,9,9,9,10,9,10,11,12,12,13,14,14,14,15,15,17,17,17,18,19,18,1
10350,16,14,11,9,13,10,7,6,6,3,3,4,4,4,4,5,6,4,5,6,8,7,9,8,8,8,9,10,9,9,11,10,11,10,12,13,12,13,16,15,16,17,17,18,18,18,21,21,21,21,23,23,1
10351,19,13,12,11,12,9,8,7,7,5,4,3,4,4,4,3,4,3,4,4,5,6,6,7,7,7,8,9,10,8,9,9,10,10,12,15,12,13,14,15,15,17,17,17,18,19,20,20,21,22,23,23,1
10352,19,18,16,15,14,12,10,8,6,4,3,1,0,1,3,3,4,4,6,6,6,6,7,8,8,8,8,9,8,9,10,9,10,10,11,12,13,13,14,14,17,17,18,19,20,21,21,23,24,25,26,27,1
10353,19,19,17,17,14,13,11,9,7,4,3,2,1,1,2,4,4,5,6,6,5,6,6,6,6,7,8,8,9,7,9,8,9,9,9,11,11,12,13,14,15,17,16,19,18,20,21,21,22,24,25,26,1
10354,19,17,17,16,12,11,9,8,6,4,3,1,1,2,3,4,4,5,5,6,6,6,7,7,8,7,8,8,9,8,9,9,10,10,10,12,12,13,13,15,16,16,17,18,19,20,20,22,22,24,24,26,1
10355,17,17,17,16,13,11,10,8,7,4,3,2,0,1,1,2,4,4,4,5,5,6,5,5,6,6,8,7,8,8,7,9,9,9,10,10,11,12,14,14,16,17,17,17,19,19,20,21,22,23,25,26,1
10356,36,34,32,30,26,23,19,16,13,9,7,5,3,2,3,5,6,7,8,8,9,10,9,10,12,13,13,14,14,14,16,16,15,16,17,18,21,22,24,26,28,30,31,33,34,36,37,37,40,42,44,45,1
10357,20,19,17,16,14,13,11,9,7,5,4,3,1,1,1,1,2,3,4,4,4,4,4,5,5,5,7,7,7,9,9,9,10,10,10,11,12,13,13,15,16,17,17,17,18,19,22,22,22,24,24,25,1
10358,19,18,17,16,14,11,10,9,8,6,5,4,3,2,3,3,2,3,3,4,4,4,4,4,5,5,6,6,8,6,7,9,8,8,7,10,13,11,10,14,15,14,16,13,21,18,16,18,18,24,26,25,1
10359,18,17,16,14,13,10,10,9,7,4,4,3,2,2,3,2,4,4,4,4,4,4,5,4,5,5,6,6,7,7,8,8,8,9,9,10,10,11,12,13,14,15,18,17,18,18,20,22,22,23,25,24,1
10360,33,31,29,28,24,21,20,17,14,13,12,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,12,13,13,12,12,13,12,13,14,16,16,18,20,21,24,25,26,27,28,30,31,33,35,35,37,1
10361,19,17,17,16,15,13,12,10,10,9,8,8,9,8,8,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,8,8,9,9,9,9,10,11,11,12,13,13,14,14,16,16,17,18,18,19,1
10362,23,22,21,20,18,16,14,13,12,10,10,10,10,10,10,11,10,11,11,11,11,11,10,11,12,10,10,10,11,10,10,10,10,11,11,10,11,11,12,13,13,15,15,16,16,18,17,19,20,20,21,22,1
10363,23,23,22,20,19,17,15,14,13,11,11,11,10,10,11,10,11,10,11,11,12,11,11,11,10,10,11,10,10,10,10,10,10,10,9,10,10,10,11,12,12,14,14,16,16,16,17,17,18,19,20,21,1
10364,28,27,26,24,23,21,19,17,17,15,14,14,13,14,14,14,13,14,14,15,14,14,14,15,14,14,13,13,14,14,13,13,13,13,11,13,11,13,14,14,14,15,15,17,17,17,18,20,19,21,23,22,1
10365,26,26,24,23,20,18,17,16,14,13,13,12,12,12,13,13,13,13,13,14,14,14,14,14,14,13,13,12,13,12,12,12,11,11,11,11,11,11,11,12,13,14,14,15,16,16,18,18,19,20,20,21,1
10366,20,19,18,17,15,13,12,11,10,9,9,9,10,10,11,12,12,13,13,13,13,13,13,13,14,13,13,13,13,12,12,12,11,11,10,10,8,10,9,11,11,12,12,11,13,13,13,15,15,18,17,18,1
10367,23,21,20,19,17,15,15,13,10,10,10,10,11,12,10,12,12,13,14,14,14,13,14,14,14,14,13,13,13,13,12,12,11,11,13,9,10,10,10,9,11,10,12,12,13,13,14,14,16,16,18,17,1
10368,21,20,19,17,16,15,12,11,11,9,9,9,11,11,10,12,12,13,12,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,9,10,10,10,9,9,10,12,12,12,12,13,14,14,15,17,17,18,1
10369,16,16,16,14,12,13,11,10,9,9,8,9,9,9,9,10,11,10,12,11,12,11,11,11,11,11,11,11,11,10,10,11,9,9,7,7,8,9,8,9,9,9,10,10,10,11,12,11,13,13,14,14,1
10370,23,21,21,20,18,15,13,12,13,11,10,10,11,11,14,12,14,14,15,14,14,13,13,14,15,13,14,13,14,13,13,13,11,10,9,7,10,10,10,10,10,12,13,13,14,13,14,15,17,18,17,19,1
10371,20,20,19,19,17,14,13,13,11,9,11,10,9,12,11,11,13,12,13,13,13,13,13,14,13,13,14,12,13,12,13,11,11,11,10,7,10,9,9,10,10,10,11,12,12,12,13,13,14,15,16,17,1
10372,58,62,57,72,73,73,66,55,59,57,62,80,72,69,64,86,77,72,87,64,75,71,63,78,92,76,80,103,106,90,76,101,94,69,91,59,86,50,67,87,76,83,116,96,102,89,91,100,84,115,111,112,1
10373,28,28,26,26,24,22,22,19,19,19,19,19,18,19,19,20,19,19,18,19,19,18,18,17,17,17,16,16,16,14,15,15,14,14,16,17,14,13,13,13,15,15,16,16,16,18,17,17,19,19,20,22,1
10374,25,25,24,23,23,21,19,19,16,16,16,16,16,17,17,17,17,17,17,17,16,16,16,16,16,16,15,14,14,15,14,14,12,11,14,12,11,11,12,12,12,12,14,14,15,14,16,16,17,17,16,19,1
10375,25,25,23,23,21,19,18,18,17,17,16,16,16,16,17,17,17,16,17,17,17,16,16,16,15,15,14,14,14,14,14,13,13,13,12,11,12,12,11,12,13,13,15,14,14,15,16,16,17,17,18,19,1
10376,48,49,45,46,42,40,36,35,33,30,33,32,35,33,30,35,31,37,33,31,32,37,33,31,30,33,28,27,32,27,27,28,23,27,23,24,29,27,21,23,23,25,25,28,33,33,29,31,32,37,34,38,1
10377,19,19,18,17,16,15,14,13,12,12,13,12,12,13,13,13,13,13,14,13,13,13,12,12,12,12,11,11,11,10,11,10,10,9,9,8,8,9,8,9,9,10,10,10,11,11,12,12,12,13,14,14,1
10378,25,24,23,22,21,19,17,17,16,16,16,15,16,17,17,17,17,17,17,17,18,17,17,16,16,16,15,15,15,14,14,14,12,12,12,12,11,11,10,11,11,12,12,13,13,14,15,15,16,17,17,18,1
10379,18,18,17,14,13,9,9,8,8,7,8,8,9,11,10,12,12,14,13,15,15,15,16,15,15,16,15,15,15,14,14,13,13,13,13,12,12,12,13,12,13,13,13,13,14,14,16,15,17,17,18,18,1
10380,16,16,14,12,11,8,7,5,4,5,5,6,8,9,9,11,11,12,12,14,13,13,14,14,13,13,13,14,14,13,13,13,12,11,11,11,11,10,11,12,11,12,13,13,14,13,15,15,16,16,16,17,1
10381,17,17,14,13,11,10,8,7,5,6,6,7,8,9,10,12,12,13,13,14,14,14,14,14,15,14,14,14,14,13,13,13,13,12,12,11,12,12,12,12,12,13,13,14,14,14,15,15,16,16,17,17,1
10382,17,15,13,13,11,9,7,6,5,5,5,7,8,9,10,12,13,13,13,13,14,14,14,14,14,14,14,14,13,13,13,12,12,11,11,11,12,12,11,13,12,13,13,14,14,14,15,15,16,16,16,17,1
10383,18,17,16,15,13,11,10,9,7,7,7,8,8,9,10,11,11,12,12,13,13,13,12,12,13,13,12,13,12,11,12,11,11,10,10,10,9,10,10,10,11,11,11,11,12,12,13,13,13,14,15,15,1
10384,28,27,25,24,22,20,17,16,15,14,14,14,14,14,15,14,15,15,16,16,16,16,15,16,15,15,14,12,12,12,12,11,10,10,8,8,8,9,9,9,10,11,12,12,13,13,15,16,16,16,18,19,1
10385,25,25,24,22,20,18,17,16,14,14,12,12,11,10,11,12,12,14,14,14,14,13,13,12,13,11,10,10,10,9,9,8,7,5,6,6,6,6,6,8,7,9,9,9,12,10,12,13,16,14,14,15,1
10386,33,30,30,29,26,24,20,19,16,17,14,14,14,13,15,13,15,16,17,17,16,15,15,13,15,15,12,12,13,12,11,11,9,6,10,6,6,6,9,9,7,9,11,14,12,15,15,16,16,18,17,22,1
10387,44,42,40,38,35,32,30,26,24,21,19,16,16,15,15,15,15,13,15,16,17,15,13,15,14,14,13,13,11,11,9,9,7,6,6,4,4,6,4,6,7,9,9,11,10,13,14,23,13,21,28,30,1
10388,37,36,34,33,31,27,25,24,21,18,16,15,14,14,13,13,12,13,13,13,13,13,12,12,12,11,11,10,10,9,8,7,9,7,6,4,4,6,4,4,6,7,9,7,9,16,11,15,23,8,15,7,1
10389,32,31,31,29,26,24,22,19,17,15,14,13,12,11,11,10,9,10,10,11,10,10,10,10,10,9,9,8,8,7,7,6,5,4,3,3,2,3,3,5,6,6,9,9,9,11,12,12,13,15,15,16,1
10390,32,33,30,29,26,24,23,21,18,17,15,13,13,12,11,10,10,10,10,11,11,11,10,10,11,10,9,9,8,8,7,7,6,5,4,3,4,1,3,3,3,5,5,6,7,8,9,10,11,12,13,14,1
10391,27,26,25,25,23,21,20,17,16,14,12,11,9,8,7,6,5,4,4,4,3,4,3,4,2,2,1,1,1,1,1,2,3,3,4,6,7,7,8,9,10,11,12,12,14,14,15,16,17,18,18,19,1
10392,24,24,22,22,21,19,18,16,14,12,11,10,9,7,6,5,4,3,3,3,3,3,2,2,2,1,1,1,1,1,2,2,3,4,4,5,7,7,8,9,9,12,11,12,14,14,14,15,16,16,16,18,1
10393,24,23,22,22,20,17,17,16,14,12,11,10,9,7,7,6,5,5,4,4,4,4,3,3,3,2,2,1,1,1,2,2,2,3,6,7,6,6,7,8,9,10,11,11,11,12,13,13,14,16,16,17,1
10394,28,28,27,26,24,21,20,17,16,14,13,11,9,7,7,6,5,4,3,3,3,2,1,1,1,1,1,1,1,1,2,2,3,4,4,5,6,7,8,9,11,11,12,13,13,14,16,16,18,18,19,20,1
10395,32,31,30,29,28,23,23,21,18,16,15,13,11,9,9,7,6,6,4,3,4,3,1,1,1,0,2,1,3,4,4,5,5,6,4,5,6,9,10,11,13,13,15,15,16,16,19,19,21,21,21,23,1
10396,29,29,27,26,24,22,20,17,16,13,12,10,9,8,6,5,4,3,3,2,3,2,2,2,2,3,3,4,3,4,5,5,5,4,5,6,7,7,9,10,10,12,13,12,14,15,16,16,18,19,20,21,1
10397,32,32,31,30,26,24,22,20,18,16,14,12,10,9,7,6,5,4,3,2,1,2,1,1,2,2,3,3,4,4,4,4,5,6,6,7,9,10,10,11,13,14,15,16,17,18,19,20,22,22,23,24,1
10398,31,29,29,26,24,22,20,17,15,12,12,10,9,9,8,8,7,8,9,10,9,9,10,10,10,11,11,12,12,12,12,12,12,12,11,11,10,11,11,12,12,12,13,14,13,15,16,17,19,19,21,23,1
10399,30,31,29,28,27,22,22,18,15,15,12,10,10,9,9,8,8,9,9,10,10,10,10,11,11,12,13,12,12,12,14,13,13,12,11,11,11,11,10,11,12,12,13,14,14,14,16,17,19,19,19,21,1
10400,35,35,33,35,30,26,21,22,20,15,14,15,12,11,12,10,10,11,11,11,11,12,13,13,13,13,14,14,15,14,15,13,15,14,9,13,13,12,13,13,13,15,13,14,15,15,17,17,19,20,22,23,1
10401,33,32,30,28,27,25,22,21,19,17,16,13,14,13,13,12,12,12,12,12,12,13,13,13,13,13,13,13,13,12,13,13,12,11,11,10,9,9,8,8,9,8,8,9,9,9,10,11,12,12,13,14,1
10402,29,30,28,28,26,24,22,21,19,16,16,15,13,13,13,14,13,12,13,13,13,13,12,14,13,13,12,13,13,12,12,12,12,11,10,9,9,9,7,7,6,7,7,7,8,7,8,9,10,11,11,12,1
10403,29,26,26,24,23,21,19,17,16,15,13,12,12,13,12,13,13,13,13,13,13,13,13,13,13,12,11,11,11,10,10,10,9,8,8,6,5,5,4,5,5,6,7,7,8,9,10,11,12,13,13,16,1
10404,28,28,27,26,24,22,20,19,17,16,14,15,14,13,13,14,13,13,13,14,14,13,14,14,14,13,13,13,10,12,12,9,11,8,10,8,6,5,5,4,4,6,5,6,8,9,9,10,11,12,13,14,1
10405,24,23,20,20,17,16,13,12,9,7,7,6,6,7,8,8,8,8,10,9,10,11,11,11,11,11,11,10,11,10,10,10,10,9,9,9,10,10,11,12,13,14,13,15,17,16,17,19,20,21,20,22,1
10406,21,21,20,19,17,14,11,11,7,7,6,6,5,7,7,7,8,8,9,11,10,11,10,11,11,12,11,11,10,12,11,11,10,11,11,9,11,10,11,13,14,16,15,15,18,17,19,20,20,22,23,23,1
10407,32,32,28,26,22,20,17,14,11,8,6,6,7,8,9,11,11,12,14,15,16,16,16,17,17,17,17,17,18,17,17,18,16,15,16,16,15,18,18,22,22,24,25,28,27,27,23,28,38,33,31,37,1
10408,21,20,18,16,16,13,10,9,6,5,4,4,5,4,5,6,9,8,9,10,11,10,11,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,11,13,13,14,16,15,17,18,19,20,20,22,22,23,1
10409,25,23,22,21,17,14,13,11,8,7,7,5,7,5,7,8,9,10,11,10,13,11,12,13,13,12,13,13,14,13,13,14,11,13,11,10,11,12,13,14,15,15,16,17,18,19,19,21,22,23,24,26,1
10410,26,25,22,21,18,16,14,12,10,8,7,7,7,7,8,7,9,10,11,11,10,11,13,12,12,13,13,12,11,11,11,12,10,9,12,11,11,11,11,11,12,13,13,15,16,16,16,18,19,20,22,23,1
10411,33,33,30,29,27,25,22,20,19,17,17,16,16,16,16,16,17,17,18,17,17,17,17,17,17,17,17,15,16,14,14,14,13,11,11,9,9,8,7,7,6,7,6,7,8,9,10,10,12,13,15,16,1
10412,31,30,28,27,26,25,22,21,20,18,18,16,18,18,17,17,17,17,18,18,18,17,17,17,17,16,16,15,16,14,14,14,13,12,10,9,8,8,7,6,7,7,7,7,8,8,9,10,11,11,13,14,1
10413,26,26,23,24,22,20,19,18,16,16,16,16,16,16,16,15,15,14,15,15,14,14,14,14,14,14,11,11,12,10,11,10,10,9,8,7,8,6,6,6,5,5,6,6,6,6,8,8,9,10,11,12,1
10414,30,30,29,28,25,24,23,22,20,19,19,18,18,18,18,18,18,17,17,18,17,16,16,16,15,15,15,13,14,13,12,12,10,10,10,9,7,8,7,6,6,7,8,8,9,9,11,10,12,14,13,16,1
10415,21,20,20,18,17,17,15,14,14,13,13,13,13,13,12,12,11,11,12,12,12,12,10,10,10,10,9,9,9,8,8,8,7,7,6,6,5,5,5,6,5,7,8,7,8,9,9,9,10,11,12,14,1
10416,25,24,24,23,21,19,19,17,17,16,15,15,16,14,15,15,15,15,15,15,14,14,13,15,14,14,12,13,12,13,13,13,12,12,11,12,11,11,11,11,12,13,13,14,14,14,14,16,17,17,17,18,1
10417,24,25,24,24,20,20,19,17,16,15,14,14,14,15,14,13,14,13,15,13,14,13,13,14,14,13,11,13,13,10,11,11,10,11,11,8,11,11,12,11,11,11,12,13,12,14,14,13,15,16,18,17,1
10418,29,28,27,26,25,22,21,20,19,18,17,17,16,16,16,16,16,17,14,17,16,18,16,15,14,14,14,15,14,14,11,14,13,16,12,11,9,12,11,13,13,12,14,13,15,15,15,17,19,18,20,20,1
10419,35,33,34,31,29,26,24,22,20,19,17,16,15,16,16,15,14,15,15,15,15,14,14,14,14,14,13,13,13,13,13,12,12,11,10,10,9,9,9,8,7,8,8,8,9,9,10,10,11,11,13,13,1
10420,35,34,33,32,30,26,25,22,21,19,18,17,17,16,15,16,15,15,14,14,14,14,14,14,13,13,12,13,13,13,12,12,12,11,10,9,9,8,8,7,7,8,8,9,8,9,9,10,12,13,13,14,1
10421,37,36,35,31,31,28,25,23,21,20,19,17,16,16,15,16,16,16,15,15,15,16,16,14,14,14,14,13,13,13,13,13,12,12,10,11,9,9,8,8,7,8,8,8,8,8,9,9,10,11,13,14,1
10422,36,35,35,33,31,27,26,25,23,21,20,19,18,18,16,16,15,16,15,14,14,14,14,14,12,12,11,11,11,11,11,10,10,9,8,8,8,7,6,6,6,8,9,8,9,9,10,11,12,13,14,15,1
10423,33,33,32,31,29,27,25,24,22,19,19,17,17,16,16,16,16,16,14,16,15,14,12,13,12,13,12,12,11,11,11,11,10,11,10,9,8,9,7,8,9,9,9,10,10,10,11,11,13,13,15,15,1
10424,29,28,26,25,25,21,21,19,18,17,16,15,14,14,13,13,12,11,12,12,11,12,12,12,12,11,10,11,10,10,9,10,10,9,8,8,8,7,8,8,8,8,9,9,10,10,11,11,12,13,14,15,1
10425,29,29,26,29,24,22,21,19,17,17,17,17,16,16,16,16,16,17,18,17,18,18,18,18,18,17,18,18,18,17,18,17,16,16,16,15,14,14,14,14,13,14,14,13,14,13,15,15,16,17,18,18,1
10426,29,28,26,25,22,21,20,19,18,16,15,15,15,15,16,15,15,14,16,17,17,16,16,16,17,16,16,16,16,16,16,16,16,14,14,14,14,13,13,12,13,14,13,14,14,12,14,14,15,18,18,18,1
10427,29,27,25,24,22,19,18,15,14,14,14,12,13,14,13,14,14,16,17,17,17,16,18,17,19,18,18,18,18,18,18,17,17,16,16,16,14,14,12,12,14,13,13,12,12,13,13,14,15,13,15,15,1
