CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
10174,23,22,18,19,18,17,18,15,15,15,15,15,15,15,15,16,16,15,15,16,16,15,16,15,16,15,14,14,15,14,14,13,14,12,12,11,10,10,10,10,9,9,8,8,9,8,9,8,9,9,9,9,1
10175,29,28,27,26,25,23,22,21,20,20,19,19,19,19,19,20,19,20,20,20,20,20,20,20,19,19,18,18,18,17,17,16,15,15,14,13,12,12,11,11,10,10,9,10,9,10,11,9,11,10,11,12,1
10176,35,34,34,32,31,28,27,26,25,24,23,23,23,23,23,24,23,24,23,23,23,23,23,23,22,22,20,20,18,19,18,17,15,15,14,14,13,11,10,9,9,9,8,8,9,8,8,9,9,9,11,11,1
10177,29,29,30,29,27,25,23,23,21,21,21,19,20,21,19,21,20,20,19,20,20,21,19,19,19,19,17,17,16,15,15,14,13,13,11,11,11,10,8,7,8,7,7,6,7,6,7,6,8,9,9,10,1
10178,31,28,29,28,27,24,24,22,21,22,20,20,20,20,19,20,19,20,19,19,20,19,19,19,19,17,16,16,15,16,14,14,13,12,11,10,10,9,8,6,6,6,6,6,6,6,6,6,8,9,8,11,1
10179,24,24,23,23,22,22,19,20,18,17,17,17,17,17,17,16,17,15,17,17,17,16,15,16,16,15,15,13,13,13,13,13,11,11,11,9,9,9,8,8,7,7,7,7,7,7,7,7,8,8,9,9,1
10180,39,34,36,38,35,31,28,28,28,25,25,23,23,24,23,26,23,23,24,23,23,24,24,23,22,20,21,20,17,19,18,18,16,15,12,12,11,12,8,10,8,10,8,9,8,9,10,10,12,12,12,14,1
10181,23,23,22,21,21,19,18,17,17,16,16,16,15,16,16,16,16,16,18,17,18,18,17,17,17,17,16,16,16,16,16,15,15,14,14,14,13,13,12,11,12,12,11,12,12,12,12,12,12,12,13,13,1
10182,21,20,19,19,18,17,16,15,14,13,14,13,13,14,14,14,14,14,14,15,14,14,16,15,15,15,14,14,14,14,13,13,13,12,12,11,11,11,11,10,10,10,9,9,10,10,10,10,10,10,11,10,1
10183,30,30,29,27,25,25,23,22,20,20,18,18,19,18,19,22,20,21,20,21,21,20,20,21,21,20,20,19,19,21,19,19,18,18,15,15,16,15,15,14,13,14,15,13,14,13,14,14,15,15,15,14,1
10184,25,24,23,22,21,20,19,17,16,14,14,14,14,15,16,16,16,17,19,19,19,19,19,19,20,19,19,19,20,19,20,20,18,18,18,17,16,16,16,16,16,16,16,16,15,15,16,14,16,15,15,15,1
10185,19,18,20,18,15,16,15,14,14,13,12,13,12,12,12,13,14,14,14,15,15,15,16,16,16,17,15,17,15,16,16,16,16,15,14,15,14,14,13,12,14,13,13,13,13,12,13,13,13,13,13,14,1
10186,20,20,20,19,17,15,15,13,13,11,11,10,10,11,12,12,13,13,14,15,17,16,16,16,16,17,18,18,18,16,17,17,17,16,15,15,15,15,14,15,13,15,15,14,14,14,14,16,15,14,13,13,1
10187,22,22,21,20,18,17,14,13,12,11,11,11,11,11,12,14,14,14,16,16,16,17,16,18,18,18,19,19,19,18,19,18,18,17,16,16,16,16,15,15,14,16,15,15,15,14,16,16,18,17,13,16,1
10188,22,22,19,20,17,16,15,13,12,11,10,11,11,12,13,13,14,14,17,17,17,17,17,18,19,18,19,19,19,19,18,18,18,18,18,17,17,16,16,16,16,16,15,17,16,15,16,14,17,17,16,16,1
10189,23,22,22,21,19,16,15,14,12,13,11,11,11,11,13,14,15,16,15,16,17,18,18,18,18,19,18,19,19,19,19,18,19,18,19,18,17,17,14,16,16,16,16,16,16,16,17,16,17,20,16,16,1
10190,22,23,20,22,19,17,16,15,13,11,11,12,11,12,13,13,14,15,16,16,17,18,18,19,19,18,18,19,19,18,20,19,19,20,15,16,17,17,15,15,15,16,16,17,16,17,16,16,15,17,18,17,1
10191,22,23,21,19,18,16,16,15,13,11,10,10,11,11,13,13,13,14,15,16,17,17,18,18,18,18,18,18,18,19,19,19,18,18,17,16,16,17,16,15,16,16,16,14,16,14,15,15,16,16,15,16,1
10192,14,13,11,11,9,8,7,6,5,6,6,8,9,9,11,12,13,13,15,16,16,17,16,18,19,18,18,18,19,18,18,19,18,18,17,17,17,17,17,17,16,17,17,17,17,16,17,16,16,16,16,16,1
10193,15,15,14,13,12,9,7,6,7,6,7,8,10,11,13,14,16,16,18,18,19,20,20,21,21,21,22,22,21,21,22,22,22,22,22,21,20,21,20,20,20,20,19,18,18,18,18,19,19,17,17,18,1
10194,14,14,14,12,9,9,7,8,6,6,8,9,9,11,13,14,16,16,19,19,19,21,20,22,21,21,22,22,22,22,23,22,22,23,22,22,21,20,20,20,20,21,19,19,19,18,19,18,19,19,19,19,1
10195,16,15,14,12,11,10,7,7,6,6,8,9,10,11,13,15,15,17,18,18,20,21,20,21,21,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,20,19,19,20,19,20,19,19,18,19,19,1
10196,15,13,13,11,10,8,8,5,5,5,8,8,9,11,13,15,16,16,18,19,19,19,21,21,21,21,21,21,21,22,21,22,21,20,19,20,19,20,20,19,19,18,19,20,18,17,18,18,19,18,18,18,1
10197,18,18,15,14,12,11,9,7,6,6,7,9,9,11,13,13,15,16,18,19,19,20,19,22,21,21,21,21,22,21,22,22,21,21,20,19,20,18,18,18,17,17,17,17,17,16,16,15,16,16,16,15,1
10198,22,21,19,17,15,13,11,9,7,8,9,10,12,13,15,17,19,20,21,23,23,24,24,25,25,25,27,26,27,26,27,26,26,26,25,24,23,23,21,22,22,22,21,21,19,20,20,16,17,19,17,16,1
10199,21,20,18,17,15,13,10,8,8,7,9,10,10,13,14,16,17,18,21,21,22,22,23,24,24,25,24,24,27,25,26,25,25,25,21,22,21,22,21,21,19,20,19,19,20,16,16,17,18,22,19,21,1
10200,21,20,17,14,12,11,10,8,8,6,8,9,10,12,14,15,16,17,18,20,20,22,21,22,23,23,23,22,23,23,24,23,22,22,25,27,23,20,19,19,18,19,17,17,18,17,19,17,17,13,18,17,1
10201,37,39,38,34,26,22,22,17,14,11,12,16,16,21,23,33,29,27,34,36,33,39,35,42,42,42,38,44,44,43,39,43,38,38,39,39,43,33,34,42,36,34,34,41,37,37,37,35,31,33,37,38,1
10202,19,17,15,12,12,8,7,6,6,5,6,7,8,9,9,13,12,13,14,14,16,16,16,16,18,17,17,16,16,18,16,17,15,16,14,13,13,13,13,14,13,13,14,13,13,13,13,14,15,14,16,16,1
10203,16,16,14,11,11,10,8,7,7,5,5,6,8,8,10,9,11,11,13,14,15,15,15,13,16,15,15,15,15,15,15,15,14,14,13,12,13,11,10,11,13,12,12,12,12,12,12,12,13,13,14,14,1
10204,16,14,14,13,11,9,7,6,4,4,5,5,7,8,8,9,11,9,13,14,13,12,13,13,14,14,14,14,14,14,13,13,14,13,11,10,12,11,10,11,10,11,11,11,11,11,11,11,13,13,13,13,1
10205,17,19,14,15,11,12,11,11,12,12,14,14,16,17,19,20,21,21,23,23,24,23,23,24,25,24,25,25,25,23,25,25,24,24,25,23,23,22,22,21,20,21,20,19,21,19,20,19,19,18,19,17,1
10206,17,15,14,13,12,11,11,10,11,12,13,14,15,17,18,19,19,20,21,22,22,22,22,23,23,23,24,24,24,24,23,23,23,22,22,22,21,21,21,21,20,20,20,19,19,18,18,17,18,17,17,17,1
10207,18,17,15,14,13,12,12,12,12,12,14,15,16,17,20,20,21,21,23,23,24,24,23,25,24,24,24,23,24,24,25,24,24,24,23,21,21,21,21,21,20,21,20,20,19,19,20,19,19,19,18,18,1
10208,18,18,16,15,13,13,12,12,12,13,15,16,18,19,19,21,21,21,22,23,24,25,23,25,25,25,25,25,24,25,25,25,24,23,24,21,22,22,22,22,22,21,21,21,20,20,19,19,19,20,19,18,1
10209,16,16,14,14,11,11,10,10,11,11,12,13,16,17,18,18,19,20,21,22,22,22,22,23,23,23,23,23,24,24,24,24,23,23,21,21,21,21,21,20,19,21,19,19,19,18,18,18,18,18,17,17,1
10210,17,16,14,13,11,9,8,8,8,9,12,12,14,17,17,18,19,20,21,22,23,23,23,24,24,24,25,25,25,24,25,25,25,24,24,23,23,23,23,22,21,21,21,20,21,20,20,20,19,19,18,18,1
10211,20,16,15,13,12,9,7,7,6,7,9,11,12,15,16,17,18,19,19,21,22,22,23,23,24,23,24,26,26,24,24,25,25,24,23,23,21,21,22,24,19,21,21,21,18,21,20,19,19,19,19,18,1
10212,20,20,16,14,12,10,7,6,6,6,7,10,11,13,16,17,18,19,21,21,21,22,22,22,24,24,24,25,25,24,25,24,26,22,23,19,21,22,21,22,21,21,21,20,19,19,19,19,20,19,19,19,1
10213,17,14,13,12,9,7,8,5,5,7,9,10,11,12,14,15,15,17,17,18,19,19,19,20,20,21,21,22,23,19,21,20,21,21,20,21,21,19,18,18,18,18,18,18,17,16,17,16,16,16,15,15,1
10214,11,11,10,9,7,6,5,4,4,4,5,6,8,8,9,10,11,11,12,13,13,13,13,13,14,14,14,14,15,14,15,15,15,14,14,13,13,13,13,13,12,12,12,11,12,11,11,11,11,11,11,11,1
10215,23,22,20,18,16,15,14,12,11,11,11,11,14,15,16,16,18,18,20,20,21,21,21,21,21,23,23,23,24,22,23,23,23,22,22,19,21,20,21,19,19,19,18,18,18,17,18,17,17,18,17,18,1
10216,26,25,24,22,19,19,15,15,15,13,14,14,16,17,18,19,19,21,23,23,24,25,24,25,25,25,25,26,26,25,25,26,25,24,25,24,22,23,22,21,21,21,21,20,20,20,20,19,20,20,20,20,1
10217,22,20,19,21,17,15,11,11,13,10,12,13,14,15,16,17,18,18,19,19,20,20,21,21,21,22,21,21,22,21,22,22,21,21,20,21,20,19,18,19,18,18,17,18,17,17,17,16,16,17,17,18,1
10218,21,21,18,18,16,14,13,12,12,12,13,14,16,16,17,17,19,18,20,21,21,21,21,21,21,22,21,22,22,22,23,22,21,21,20,20,20,19,18,18,17,18,17,18,18,17,17,16,16,17,17,17,1
10219,19,18,17,17,14,13,11,11,11,11,12,12,14,14,15,16,17,17,19,19,20,19,20,19,19,21,21,21,21,20,21,21,21,20,18,18,18,18,17,17,16,16,16,15,16,15,16,15,16,15,15,16,1
10220,21,21,18,18,16,15,14,13,12,13,15,15,16,16,17,19,20,20,21,22,23,23,23,23,24,24,24,25,24,22,25,23,24,23,21,21,20,21,19,19,18,19,19,17,19,17,18,18,17,18,17,18,1
10221,19,18,17,18,14,13,12,12,11,11,13,13,13,16,16,17,18,19,22,20,21,21,21,23,22,23,23,23,23,21,23,21,22,21,17,18,19,19,18,19,17,18,17,16,17,16,17,16,16,17,16,17,1
10222,16,14,14,12,11,11,10,10,11,12,14,16,17,18,20,21,21,21,22,23,23,24,24,24,24,25,24,24,24,24,24,24,23,23,22,21,21,20,19,19,19,19,19,19,18,18,18,18,18,18,18,19,1
10223,16,15,14,11,12,10,9,10,10,11,14,15,16,18,18,19,20,21,21,22,22,22,23,24,23,23,23,23,24,24,22,24,23,21,21,21,20,20,19,18,18,18,17,17,17,16,17,17,18,16,17,17,1
10224,17,17,14,13,13,13,12,12,14,14,16,17,19,20,21,23,23,23,24,24,25,25,24,26,24,25,24,24,24,25,22,25,23,21,21,18,19,19,19,18,18,16,17,15,18,15,16,16,16,16,17,17,1
10225,20,20,18,17,16,15,14,13,14,15,16,17,18,18,20,21,22,21,23,22,22,23,23,23,23,22,22,23,23,22,22,21,20,19,18,18,17,16,16,18,15,16,15,15,16,15,15,15,15,14,15,16,1
10226,22,20,19,19,17,15,14,15,14,12,14,16,19,20,20,18,22,21,27,23,22,25,22,23,23,23,24,24,24,20,24,21,21,18,19,14,18,18,16,16,15,15,16,14,15,13,14,14,15,15,15,16,1
10227,23,23,19,19,17,15,14,12,13,12,13,15,15,16,17,17,17,17,19,19,19,19,19,19,20,20,21,19,20,18,19,19,18,17,17,16,16,16,16,16,14,16,16,17,16,16,16,16,17,17,17,18,1
10228,22,20,19,18,16,15,14,13,12,12,13,13,13,15,16,15,16,16,17,16,17,18,17,18,18,18,18,18,17,16,17,16,16,15,15,15,14,15,14,14,14,15,17,15,14,15,16,17,18,17,17,19,1
10229,27,26,23,23,20,18,17,17,14,15,15,16,17,17,16,19,18,21,21,21,21,20,21,22,22,21,21,21,22,23,20,21,19,19,17,14,17,17,18,18,15,18,17,18,20,19,18,21,22,21,21,21,1
10230,25,24,23,22,19,17,17,16,14,15,14,15,14,15,15,17,17,16,18,18,18,18,19,18,18,17,17,18,17,17,17,15,16,16,14,13,14,13,12,12,12,13,12,11,12,13,13,14,14,14,14,16,1
10231,38,39,39,34,32,26,27,24,22,22,23,25,25,23,26,24,26,28,28,29,31,31,29,29,32,31,31,30,28,27,25,28,27,23,26,26,23,20,23,23,18,21,21,21,24,23,22,26,26,28,26,27,1
10232,21,20,18,18,18,15,15,14,13,11,11,12,12,13,13,14,16,14,16,16,15,14,15,15,14,16,15,16,16,14,14,14,14,15,12,13,13,11,11,9,11,10,10,10,11,12,12,12,11,12,13,13,1
10233,48,50,47,45,37,35,34,29,30,29,32,32,33,31,36,40,41,35,36,39,41,40,37,45,48,41,42,41,41,38,37,41,36,30,35,39,32,27,27,26,24,27,28,24,26,23,25,24,17,23,18,23,1
10234,29,29,26,26,22,21,21,18,19,17,19,19,20,20,21,23,22,23,25,25,25,25,25,26,26,26,25,25,24,23,24,23,22,22,21,20,19,18,16,16,14,15,13,13,13,11,12,10,10,11,10,11,1
10235,24,22,21,21,18,17,16,15,15,15,14,15,14,16,17,19,19,18,18,19,20,20,21,19,21,19,20,19,18,18,18,18,18,16,15,14,14,13,12,12,11,11,9,9,9,8,8,8,8,8,8,9,1
10236,27,27,24,25,21,20,18,18,16,15,14,15,15,15,16,16,17,16,18,18,18,18,17,18,18,18,17,17,17,16,17,16,15,14,13,12,12,10,10,9,7,7,6,6,3,2,4,1,2,3,4,5,1
10237,31,31,27,27,25,23,20,20,18,17,17,16,17,18,19,18,18,19,20,20,20,21,20,20,20,21,20,19,20,18,19,19,16,16,16,15,14,13,10,10,8,6,7,6,4,3,2,2,2,3,4,7,1
10238,33,30,30,27,24,25,21,20,19,17,17,19,18,19,20,21,20,21,22,21,22,21,22,22,23,22,22,20,21,20,20,21,18,19,18,13,13,14,11,11,6,8,7,4,6,4,2,3,4,5,4,8,1
10239,22,20,23,17,12,11,12,9,8,9,8,8,6,7,7,10,9,9,9,10,11,11,12,11,11,10,9,11,9,10,9,8,9,7,9,6,5,4,4,4,2,3,5,4,5,4,7,7,8,9,10,9,1
10240,25,20,14,17,12,12,12,7,9,6,7,6,7,8,9,7,7,9,9,10,10,10,10,9,10,9,10,9,9,9,8,7,7,6,5,6,4,4,3,2,3,4,3,4,4,6,5,7,8,9,9,9,1
10241,26,14,17,19,14,10,13,8,9,7,7,7,6,6,7,8,9,7,9,10,9,9,10,10,10,10,9,9,9,8,8,7,6,7,4,5,4,4,3,3,3,4,4,4,4,5,6,6,7,8,9,9,1
10242,26,24,24,21,20,17,15,13,12,10,10,9,10,11,11,12,13,13,15,14,15,15,15,15,15,14,14,14,13,13,13,12,13,10,9,9,8,7,5,5,4,4,5,5,6,5,6,7,9,10,11,12,1
10243,42,40,36,32,27,24,20,16,12,11,11,12,15,17,20,22,24,26,27,29,29,30,29,30,30,31,28,28,29,27,27,26,26,23,20,17,16,17,10,10,6,8,5,6,7,8,10,11,13,17,19,21,1
10244,27,18,20,16,13,13,12,12,5,8,9,8,10,11,13,14,16,15,18,16,18,18,18,20,18,19,18,18,18,18,16,15,14,16,16,14,12,9,9,8,6,4,4,2,3,3,3,3,5,6,7,10,1
10245,26,25,24,23,21,18,18,14,14,13,12,12,12,12,13,13,13,15,15,17,16,17,16,16,17,16,15,14,14,14,14,14,13,13,12,11,9,11,7,7,8,6,6,8,7,4,6,8,6,8,10,10,1
10246,33,33,28,29,27,25,20,19,16,14,13,14,13,14,14,16,16,18,18,19,20,19,19,21,19,18,18,19,21,17,18,15,17,12,13,15,10,11,11,9,9,8,8,6,8,6,7,5,12,7,18,16,1
10247,27,26,25,23,22,19,17,16,14,13,12,11,11,12,13,13,14,14,14,14,15,15,15,15,16,15,13,13,14,13,13,13,13,11,11,10,10,9,7,7,6,5,7,6,4,5,8,7,9,9,10,10,1
10248,33,31,31,29,28,23,23,20,17,17,15,14,14,15,16,16,15,17,18,18,18,19,18,19,19,18,17,17,17,17,16,16,14,14,16,11,12,10,10,9,9,7,8,6,7,8,7,8,10,13,15,10,1
10249,31,31,28,28,25,24,21,21,19,18,18,19,19,21,22,22,22,22,24,24,24,24,24,24,24,24,23,22,21,21,22,21,21,20,18,16,16,17,14,15,12,11,11,9,7,9,6,5,2,2,2,2,1
10250,32,32,29,29,24,25,21,20,20,18,18,18,21,22,22,21,23,23,25,25,25,24,24,25,25,24,23,22,23,21,23,22,21,20,19,17,17,17,15,14,12,12,11,10,8,8,7,6,5,4,2,3,1
10251,31,31,29,26,27,22,20,19,19,19,18,17,20,19,20,23,22,24,23,23,23,24,23,23,23,23,22,23,20,22,21,21,20,19,19,15,15,14,14,13,12,12,9,8,7,6,6,5,4,2,1,2,1
10252,30,29,27,26,25,22,22,20,19,20,18,18,18,18,18,20,22,21,22,21,22,22,22,23,23,21,19,20,19,20,18,20,19,17,19,14,13,15,13,12,11,10,10,9,8,8,7,5,5,4,3,3,1
10253,29,29,28,27,21,24,19,22,18,17,20,17,18,19,19,20,20,20,20,23,22,22,22,22,21,22,20,19,20,20,21,18,19,18,19,17,16,14,13,12,12,11,9,9,8,7,7,5,4,4,2,2,1
10254,31,31,30,28,26,23,22,21,19,18,19,17,18,19,18,21,19,21,21,20,20,20,20,19,19,19,17,18,17,18,18,17,17,15,15,12,12,11,11,10,8,9,8,6,5,5,4,3,2,3,2,4,1
10255,31,30,29,27,25,22,19,17,15,13,12,12,12,12,12,12,12,13,13,14,14,14,13,14,14,14,13,13,12,12,12,11,11,10,9,7,7,6,5,3,3,3,3,3,4,4,5,6,8,8,10,11,1
10256,13,13,14,13,10,7,5,5,4,5,5,6,8,8,9,11,11,12,14,12,14,14,13,14,13,13,13,13,13,12,12,12,11,11,9,10,8,7,7,6,7,7,7,6,6,6,6,8,8,9,9,11,1
10257,20,18,14,13,9,10,8,4,5,5,5,6,7,9,11,11,11,11,13,14,13,14,13,13,14,15,13,14,16,11,13,13,13,11,10,15,9,9,8,7,6,8,7,6,8,6,6,6,6,8,9,10,1
10258,16,16,12,9,10,7,8,3,6,4,4,5,7,8,8,10,10,12,11,12,11,13,12,11,13,13,12,13,11,12,11,11,9,9,10,9,7,7,7,6,5,5,4,4,5,5,6,5,6,8,9,9,1
10259,30,29,29,27,26,24,21,20,18,17,17,16,16,16,16,16,16,16,16,16,16,15,16,15,13,13,12,12,11,11,11,10,9,8,7,7,6,5,5,5,4,5,6,7,8,7,9,9,11,16,13,14,1
10260,32,30,30,29,28,22,21,20,19,17,16,16,16,16,16,16,15,16,16,16,15,15,15,14,15,12,12,12,12,11,11,10,11,9,8,8,6,6,5,4,6,5,5,7,7,7,8,10,10,13,13,15,1
10261,27,26,24,23,21,20,19,17,14,14,13,13,12,13,13,13,12,12,13,14,13,12,11,11,11,11,9,10,10,9,9,8,8,7,6,5,5,4,5,5,5,6,6,8,8,11,9,9,10,13,17,13,1
10262,27,26,24,23,21,19,17,15,13,12,13,12,11,12,13,12,13,12,13,12,13,12,13,12,11,12,10,9,9,8,9,8,7,6,6,5,6,5,5,6,6,7,7,10,8,9,11,12,12,14,14,17,1
10263,30,29,27,26,24,23,20,19,16,16,16,14,15,14,14,14,13,13,14,15,15,14,13,13,12,11,11,12,10,9,10,10,9,7,11,7,6,6,5,5,6,6,7,7,7,9,11,11,14,14,17,20,1
10264,38,36,31,27,22,19,17,12,11,7,9,11,13,15,18,21,21,20,23,25,26,29,23,23,31,26,26,26,26,23,20,24,23,20,20,25,23,22,25,25,23,24,28,29,29,30,29,30,33,34,37,34,1
10265,32,35,30,30,23,18,16,11,8,7,9,13,17,16,17,20,24,25,22,23,20,24,25,29,26,30,26,26,27,26,21,25,19,17,23,26,25,21,24,25,22,25,26,28,27,32,28,31,32,31,35,37,1
10266,14,13,13,11,9,9,10,9,10,12,15,15,15,17,18,19,20,21,20,19,22,20,21,20,20,21,21,20,22,22,23,20,22,21,21,18,20,20,22,20,20,21,21,21,19,20,20,20,22,22,21,23,1
10267,13,12,11,12,9,9,9,9,9,10,10,11,12,13,14,14,16,15,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,15,15,15,16,16,15,16,16,16,17,16,16,17,17,19,1
10268,17,16,13,13,10,12,9,10,11,12,15,14,14,16,17,18,17,18,18,19,19,18,20,19,19,20,20,20,19,19,19,19,19,17,21,19,18,19,18,18,19,19,19,20,19,19,20,19,21,21,22,23,1
10269,13,13,12,11,10,8,8,8,8,9,9,10,11,11,13,14,14,15,14,14,15,15,14,15,14,16,15,15,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,15,14,15,15,16,16,17,17,1
10270,15,15,13,13,10,11,9,9,10,10,11,12,13,14,14,15,15,15,16,16,16,16,16,16,16,17,17,16,16,17,17,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,17,18,18,19,1
10271,16,16,13,13,11,11,10,10,11,11,12,13,15,15,16,16,17,17,17,18,18,17,18,18,17,18,18,18,18,18,17,18,18,16,14,17,16,16,17,18,16,18,16,18,18,18,19,19,18,19,19,22,1
10272,21,19,19,17,16,12,13,9,7,7,7,7,9,9,9,10,11,11,11,11,12,12,12,12,11,12,12,13,13,13,13,11,12,14,14,17,15,13,14,16,18,18,17,20,21,21,19,23,26,25,28,25,1
10273,13,13,8,13,9,7,6,3,4,2,3,5,6,7,8,8,9,11,11,11,11,12,11,12,11,12,12,12,12,13,12,12,12,12,12,12,12,13,13,14,14,16,16,16,16,17,17,18,20,20,20,21,1
10274,19,19,14,14,11,8,6,3,2,3,4,5,7,9,10,10,11,12,13,14,13,13,13,14,14,14,15,16,16,16,16,16,16,16,15,16,16,16,16,18,18,19,19,19,19,20,22,22,22,24,25,26,1
10275,16,17,15,13,12,8,6,4,3,1,3,4,6,7,8,10,10,11,11,12,12,12,13,13,14,14,14,14,14,14,15,15,14,15,16,14,16,14,16,16,17,18,18,18,19,18,19,19,21,22,24,24,1
10276,16,15,13,11,8,6,4,2,1,1,4,4,7,8,9,9,10,10,12,12,12,12,13,13,13,13,13,14,14,13,14,13,14,14,13,14,14,15,15,16,16,17,17,17,18,18,18,20,20,21,22,23,1
10277,17,15,13,11,8,7,4,2,1,1,3,5,7,7,9,10,10,10,11,12,13,13,13,12,13,13,13,14,14,15,14,14,14,14,15,14,14,15,16,14,16,17,16,16,18,19,18,18,20,21,21,22,1
10278,15,15,13,11,9,7,6,2,1,2,4,5,6,8,8,9,11,11,12,12,12,13,12,12,14,13,14,13,14,14,15,14,14,14,15,15,14,15,14,14,16,17,16,18,17,17,18,18,20,21,21,22,1
10279,12,10,8,6,4,1,0,2,5,8,9,10,13,13,14,15,15,15,16,17,17,17,18,18,18,19,19,19,19,18,19,19,19,18,18,19,19,19,20,22,21,23,26,24,27,26,27,28,30,30,32,32,1
10280,11,10,9,7,4,2,1,1,4,6,8,9,10,12,12,13,15,16,14,16,16,17,16,16,18,18,17,18,16,16,16,16,19,16,17,21,18,18,19,20,20,21,23,22,24,24,30,25,27,30,27,30,1
10281,12,10,4,5,4,1,3,3,6,5,7,8,9,12,13,14,13,14,15,13,16,15,17,15,16,16,14,17,16,16,18,18,16,15,17,13,17,17,19,20,21,20,20,24,25,21,23,24,25,26,28,29,1
10282,9,8,7,5,4,2,1,2,3,4,7,7,9,11,11,13,13,13,13,13,13,14,14,14,15,16,16,16,16,16,14,14,16,15,14,19,18,18,17,17,18,19,19,20,21,21,21,22,23,24,25,26,1
10283,11,10,8,7,4,2,1,1,3,4,6,7,9,10,12,12,12,13,13,13,14,13,14,15,16,16,15,16,16,16,16,16,16,16,15,16,16,17,18,17,18,20,21,20,20,21,22,22,24,24,25,26,1
10284,10,11,12,5,6,5,0,3,4,6,8,8,11,12,14,13,15,15,15,15,15,15,16,16,17,16,17,18,18,17,17,17,17,17,16,17,16,18,18,17,19,19,20,21,21,20,21,21,22,24,23,25,1
10285,13,11,8,9,4,3,3,1,4,6,9,8,13,12,14,14,14,14,16,16,16,16,17,17,17,18,18,18,18,17,18,17,18,17,16,17,17,18,19,19,19,21,21,20,21,21,22,22,24,25,25,26,1
10286,12,13,9,8,4,4,5,4,5,7,8,9,11,11,14,14,15,14,16,17,16,16,16,17,17,17,17,18,18,18,18,16,16,18,16,15,20,18,17,19,18,21,21,23,22,21,23,23,24,25,25,26,1
10287,10,9,6,5,4,1,1,2,2,5,9,9,9,12,12,13,13,15,15,14,16,15,15,15,16,17,17,16,17,17,17,16,16,18,12,16,17,16,16,18,18,19,18,19,20,20,22,21,22,22,23,24,1
10288,9,13,8,7,6,1,2,2,8,8,9,11,11,14,13,15,15,15,17,14,17,17,16,17,18,17,19,18,19,18,19,18,17,19,15,16,17,18,19,19,20,20,22,22,22,21,24,24,25,24,27,27,1
10289,11,11,11,9,4,5,2,5,4,6,5,8,10,9,12,14,14,15,15,15,16,16,15,16,17,17,18,17,17,18,17,17,16,17,14,15,17,17,17,19,18,20,20,21,20,21,22,22,24,24,24,25,1
10290,9,9,7,6,5,4,4,2,3,3,4,5,6,7,8,8,9,9,9,10,9,10,9,10,11,11,12,11,11,11,12,13,13,12,13,13,14,15,15,16,16,17,18,18,19,17,20,19,22,21,21,24,1
10291,10,9,8,7,4,4,3,3,2,4,4,5,7,8,9,8,8,9,10,11,9,10,10,10,10,11,12,12,13,12,12,12,12,13,11,12,15,15,15,16,17,18,18,18,19,19,20,21,21,22,24,23,1
10292,10,10,9,8,7,6,4,4,3,2,3,4,5,5,6,7,8,8,9,9,9,9,9,9,11,9,10,10,11,11,11,11,12,12,15,13,13,14,15,16,16,16,16,17,18,18,19,20,20,20,21,22,1
10293,22,21,17,14,15,10,8,6,6,11,11,10,11,14,17,16,17,20,20,23,22,19,18,22,23,21,22,25,26,28,24,26,26,28,29,34,31,29,35,36,36,37,40,43,43,45,43,45,48,48,50,52,1
10294,12,12,11,8,7,4,5,3,4,4,4,7,8,10,11,10,11,11,11,13,13,13,13,13,14,13,15,16,15,14,16,16,17,16,17,18,17,20,19,21,22,21,23,24,24,24,26,26,28,29,29,29,1
10295,17,15,15,12,10,8,6,4,3,3,5,6,8,10,11,12,13,13,15,15,16,16,16,16,16,16,17,18,18,18,18,18,18,17,17,19,19,19,19,19,20,19,21,20,21,20,21,21,22,22,22,22,1
10296,14,14,11,11,10,8,6,4,3,4,4,6,7,8,9,10,10,12,12,10,13,12,13,13,14,13,14,13,14,15,14,14,14,13,16,14,15,15,16,16,15,16,17,16,16,17,17,16,17,17,18,17,1
10297,18,16,15,13,11,8,6,4,5,4,6,8,9,10,12,13,13,15,15,15,16,16,16,17,18,18,18,19,18,18,18,19,18,19,19,19,18,20,20,19,20,21,20,20,21,21,22,22,23,22,22,22,1
10298,17,16,13,11,9,7,5,4,3,4,6,8,9,11,11,12,12,14,14,16,16,15,16,17,16,17,17,17,18,18,18,18,18,18,18,18,18,18,18,19,20,20,20,21,21,20,21,21,21,21,21,22,1
10299,19,18,17,13,12,9,8,5,4,5,7,8,10,10,12,14,15,15,16,17,18,17,18,18,19,18,20,20,19,20,21,20,21,19,21,20,20,21,22,20,22,22,24,23,24,23,24,24,24,26,24,24,1
10300,17,16,13,13,12,9,9,8,8,7,5,5,5,6,5,6,6,6,6,7,7,7,7,8,9,8,9,9,9,9,9,10,10,9,11,11,11,12,13,13,14,16,16,17,17,18,19,20,20,22,22,25,1
